Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_City_Tier,Q4_Education,Q5_Occupation,Q6_Monthly_Income,Q7_Sustainability_Awareness_1to5,Q8_Action_PublicTransport,Q8_Action_EcoProducts,Q8_Action_PlasticReduce,Q8_Action_EnergyConserve,Q8_Action_WasteSegregation,Q8_Action_DietChange,Q8_Action_SolarEnergy,Q8_Action_None,Q9_EcoChoice_Frequency,Q10_Primary_Commute,Q11_EnvImpact_OnPurchase_1to5,Q12_App_Comfort,Q13_App_UPI,Q13_App_Fitness,Q13_App_Loyalty,Q13_App_FoodDelivery,Q13_App_Ecommerce,Q13_App_Fintech,Q13_App_None,Q14_DataTracking_Consent,Q15_Likelihood_Download_1to5,Q16_Reward_Cashback,Q16_Reward_EcoDiscounts,Q16_Reward_Vouchers,Q16_Reward_TreePlanting,Q16_Reward_Leaderboard,Q16_Reward_Insurance,Q16_Reward_NGO,Q17_WTP_Premium_Subscription,Q18_Monthly_EcoSpend_Category,Q19_Price_Premium_Willingness,Q20_Brand_Trust_1to5,Q21_Barrier_TooExpensive,Q21_Barrier_DontKnowImpact,Q21_Barrier_Inconvenient,Q21_Barrier_NoImpact,Q21_Barrier_TimeConstraint,Q21_Barrier_None,Q22_BrandPref_OrganicFood,Q22_BrandPref_SustFashion,Q22_BrandPref_EV,Q22_BrandPref_CleanBeauty,Q22_BrandPref_HomeKitchen,Q22_BrandPref_GreenTravel,Q22_BrandPref_Solar,Q22_BrandPref_FinancialProducts,Q23_Social_Influence_1to5,Q24_Group_Challenge_Interest,Q25_NPS_0to10,Q26_Environmental_Identity,Q27_Loss_Aversion_Type,Q28_Rewards_Engagement_Depth,Q29_Household_Decision_Role,Q30_Channel_Instagram,Q30_Channel_WhatsApp,Q30_Channel_LinkedIn,Q30_Channel_NewsDigital,Q30_Channel_FriendsFamily,Q30_Channel_OTTAds,Q30_Channel_Influencer,Q30_Channel_Google,TARGET_Will_Adopt_App_0or1,TARGET_Monthly_EcoSpend_INR,TARGET_WTP_Monthly_INR,Noise_Flag,Internal_Tech_Score,Internal_Green_Score,Internal_Spend_Power,Internal_Social_Score
GL2024047,25-34,Female,Metro,Postgraduate,Salaried-Private,60k-1L,3,1,1,1,0,0,0,0,0,Occasionally,Metro/Train,3,Somewhat comfortable,0,0,0,0,1,1,0,Fully willing,3,0,1,0,1,0,0,0,100-199/mo,3000-6000,Up to 5% more,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,3,No-prefer solo,6,Aware not priority,Loss motivated (lose coins),Rarely check,Decide independently,0,0,1,0,0,0,0,1,0,4055.0,136.0,0,0.6386,0.4672,0.4007,0.3834
GL2024048,18-24,Female,Tier-3,High school or below,Student,15k-30k,4,0,0,0,0,0,0,0,1,Occasionally,Personal car/SUV,3,Very comfortable,0,1,0,0,1,0,0,Not willing,3,0,1,0,0,1,0,0,Up to 49/mo,3000-6000,Up to 20% more,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3,Maybe depends,5,Care but not central,Loss motivated (lose coins),Actively track,Decide for household,1,1,0,0,0,0,0,0,0,4072.0,17.0,0,0.3364,0.5229,0.2987,0.4106
GL2024049,35-44,Male,Metro,Undergraduate,Salaried-Govt,15k-30k,2,1,0,0,0,1,0,0,0,Rarely,Cycling/Walking,2,Very comfortable,1,0,1,1,1,0,0,Willing if improves rewards,2,1,1,1,0,0,0,0,100-199/mo,500-1500,Up to 5% more,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Yes-love it,4,Aware not priority,Loss motivated (lose coins),Strategically maximise,Decide for household,0,0,0,0,0,0,0,0,1,989.0,159.0,0,0.3712,0.287,0.4718,0.2499
GL2024050,55+,Male,Tier-3,High school or below,Retired,Below 15k,1,0,0,0,1,1,0,0,0,Always,Personal car/SUV,2,Somewhat comfortable,1,1,0,0,1,0,0,Not willing,2,0,0,0,1,1,0,0,Free only,500-1500,No premium,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,No-prefer solo,1,Care but not central,Gain motivated (earn coins),Actively track,Joint with parents,1,0,0,0,1,0,0,0,0,768.0,0.0,0,0.2611,0.2179,0.0927,0.0861
GL2024051,45-54,Female,Metro,Undergraduate,Salaried-Private,30k-60k,2,1,0,0,1,1,0,0,0,Occasionally,Cycling/Walking,1,Very comfortable,0,0,1,0,1,0,0,Willing if anonymized,3,0,0,0,0,0,0,0,50-99/mo,1500-3000,Up to 5% more,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,Maybe depends,4,Aware not priority,Loss motivated (lose coins),Actively track,Joint with spouse,0,1,1,0,0,0,0,0,0,2327.0,64.0,0,0.5608,0.2585,0.5161,0.214
GL2024052,25-34,Female,Tier-2,Undergraduate,Student,Below 15k,4,0,1,0,0,0,0,1,0,Never,Metro/Train,3,Somewhat comfortable,0,0,1,0,1,0,0,Willing if improves rewards,3,0,0,0,0,1,0,0,50-99/mo,500-1500,Up to 10% more,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,Yes-love it,4,Aware not priority,Gain motivated (earn coins),Check occasionally,Decide independently,1,0,0,0,0,1,0,0,0,833.0,68.0,0,0.3685,0.5395,0.1056,0.3939
GL2024053,55+,Male,Tier-3,Postgraduate,Retired,30k-60k,3,1,1,0,1,0,0,0,0,Frequently,Cycling/Walking,3,Somewhat comfortable,0,0,1,1,1,0,0,Willing if improves rewards,2,1,0,1,0,0,0,1,Free only,Zero,Up to 10% more,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,Maybe depends,1,Core identity,Loss motivated (lose coins),Check occasionally,Decide for household,0,1,0,1,0,0,0,0,0,0.0,0.0,0,0.1925,0.314,0.2514,0.0
GL2024054,35-44,Female,Tier-2,High school or below,Salaried-Private,30k-60k,1,0,0,0,1,0,0,0,0,Always,Personal car/SUV,1,Somewhat comfortable,1,0,0,1,1,0,0,Not willing,2,1,0,0,0,0,0,0,Up to 49/mo,Zero,Up to 10% more,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,No-prefer solo,3,Care but not central,Neither,Rarely check,Joint with spouse,0,1,0,1,0,0,0,0,0,0.0,25.0,0,0.4367,0.2095,0.2087,0.1563
GL2024055,45-54,Male,Metro,Undergraduate,Self-employed,30k-60k,2,1,0,0,0,0,0,0,0,Frequently,Metro/Train,1,Very comfortable,1,0,0,0,0,1,0,Willing if improves rewards,1,1,0,0,0,0,0,1,Up to 49/mo,Zero,No premium,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,Not interested,4,Core identity,Gain motivated (earn coins),Rarely check,Decide independently,0,0,1,0,0,0,0,1,1,0.0,21.0,0,0.3355,0.206,0.3539,0.2307
GL2024056,55+,Male,Tier-2,Undergraduate,Salaried-Private,Below 15k,2,1,1,1,0,0,0,0,0,Rarely,Two-wheeler,2,Not comfortable,1,0,0,0,1,0,0,Not willing,2,0,0,1,0,0,0,0,Up to 49/mo,Above 6000,No premium,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,Yes-love it,2,Aware not priority,Loss motivated (lose coins),Rarely check,Decide independently,0,0,0,0,1,0,0,0,0,8528.0,19.0,0,0.3965,0.317,0.1936,0.0
GL2024057,35-44,Male,Tier-3,High school or below,Salaried-Private,30k-60k,2,0,0,1,1,0,0,0,0,Rarely,Personal car/SUV,2,Somewhat comfortable,1,0,1,0,0,1,0,Willing if anonymized,2,0,0,0,0,0,1,0,50-99/mo,3000-6000,Up to 10% more,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,Yes-love it,2,Care but not central,Loss motivated (lose coins),Actively track,Decide independently,0,0,0,0,1,1,0,0,0,5180.0,88.0,0,0.2328,0.2409,0.3303,0.3279
GL2024058,55+,Male,Tier-2,Postgraduate,Self-employed,15k-30k,2,1,1,0,0,0,0,0,0,Frequently,Bus/Auto,2,Very comfortable,1,1,0,0,0,0,0,Willing if improves rewards,2,0,0,1,0,0,0,0,200-399/mo,Under 500,Up to 20% more,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,No-prefer solo,3,Not relevant,Loss motivated (lose coins),Check occasionally,Decide for household,0,0,1,1,0,0,0,0,1,286.0,335.0,0,0.4223,0.2292,0.3746,0.0
GL2024059,18-24,Female,Tier-3,Undergraduate,Student,60k-1L,3,0,1,0,0,0,0,0,0,Always,Bus/Auto,3,Not comfortable,0,0,0,1,0,0,0,Not willing,3,1,0,0,0,0,0,0,Up to 49/mo,1500-3000,Up to 5% more,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,Maybe depends,5,Care but not central,Loss motivated (lose coins),Check occasionally,Joint with parents,1,0,0,0,0,1,0,0,1,2464.0,25.0,0,0.5004,0.569,0.3268,0.505
GL2024060,18-24,Male,Rural,Undergraduate,Salaried-Govt,Below 15k,1,0,0,0,1,1,0,0,0,Never,Two-wheeler,2,Not comfortable,1,0,0,0,0,0,0,Fully willing,2,0,0,0,0,0,0,0,100-199/mo,Zero,Up to 10% more,3,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,Maybe depends,0,Not relevant,Both equal,Check occasionally,Decide for household,0,0,1,0,1,0,0,0,1,0.0,157.0,0,0.3549,0.2551,0.0563,0.2068
GL2024061,35-44,Male,Rural,High school or below,Business owner,Below 15k,2,0,0,1,0,0,0,0,0,Frequently,Cycling/Walking,1,Somewhat comfortable,1,0,1,0,1,1,0,Willing if anonymized,2,1,0,0,1,0,0,0,Up to 49/mo,1500-3000,Up to 5% more,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,Maybe depends,1,Core identity,Gain motivated (earn coins),Rarely check,Decide independently,0,0,0,0,0,0,0,0,1,2600.0,21.0,1,0.3173,0.1477,0.0633,0.0359
GL2024062,18-24,Male,Metro,Undergraduate,Student,15k-30k,3,0,0,0,0,1,0,0,0,Rarely,Electric vehicle,2,Very comfortable,1,0,0,0,0,1,0,Willing if anonymized,2,0,0,0,0,0,0,0,Up to 49/mo,3000-6000,Up to 10% more,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Maybe depends,2,Aware not priority,Gain motivated (earn coins),Actively track,Decide independently,0,0,0,0,0,0,1,0,0,4453.0,27.0,0,0.4734,0.3371,0.3592,0.2787
GL2024063,18-24,Male,Metro,Undergraduate,Student,Below 15k,3,0,0,0,0,0,0,1,0,Always,Personal car/SUV,3,Somewhat comfortable,0,0,0,1,0,0,0,Fully willing,3,0,1,0,1,0,0,0,Free only,Zero,No premium,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,Maybe depends,5,Core identity,Loss motivated (lose coins),Actively track,Someone else decides,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.6185,0.3746,0.1522,0.3172
GL2024064,18-24,Male,Tier-3,Undergraduate,Student,30k-60k,3,1,0,1,0,1,0,0,0,Occasionally,Personal car/SUV,2,Very comfortable,1,0,1,0,1,1,0,Not willing,2,1,0,0,1,0,0,1,Free only,1500-3000,No premium,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3,Yes-love it,4,Aware not priority,Loss motivated (lose coins),Check occasionally,Joint with parents,1,1,0,0,0,0,0,0,1,2502.0,0.0,0,0.5441,0.2755,0.3004,0.332
GL2024065,55+,Male,Tier-3,High school or below,Homemaker,1L-2L,2,0,0,0,1,0,0,0,0,Frequently,Bus/Auto,2,Not comfortable,1,0,0,1,0,1,0,Willing if anonymized,1,0,1,1,0,0,0,0,Free only,Zero,Up to 5% more,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,No-prefer solo,1,Aware not priority,Neither,Rarely check,Joint with spouse,0,1,0,1,0,0,0,0,0,0.0,0.0,0,0.1143,0.1848,0.5233,0.0949
GL2024066,18-24,Male,Tier-3,Undergraduate,Salaried-Private,15k-30k,2,0,0,1,0,0,1,0,0,Occasionally,Two-wheeler,2,Very comfortable,1,0,1,0,0,1,0,Willing if anonymized,2,0,0,0,0,0,0,0,Up to 49/mo,Under 500,Price irrelevant,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,No-prefer solo,1,Care but not central,Gain motivated (earn coins),Rarely check,Decide independently,0,0,1,0,1,0,0,0,0,304.0,24.0,0,0.4161,0.3567,0.2286,0.2179
GL2024067,25-34,Male,Metro,High school or below,Self-employed,15k-30k,2,0,0,0,0,0,0,0,1,Occasionally,Work from home,2,Very comfortable,1,0,1,0,1,0,0,Willing if anonymized,2,0,1,0,1,0,0,0,Free only,Under 500,No premium,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,No-prefer solo,1,Aware not priority,Neither,Check occasionally,Decide for household,1,0,0,0,0,0,0,1,0,255.0,0.0,0,0.5588,0.2026,0.2542,0.2437
GL2024068,18-24,Male,Tier-2,Undergraduate,Self-employed,30k-60k,3,1,1,1,0,0,0,0,0,Occasionally,Cycling/Walking,2,Not comfortable,1,0,0,0,1,1,0,Willing if anonymized,3,1,0,0,1,0,0,0,Up to 49/mo,Under 500,Up to 10% more,3,0,0,0,1,1,0,1,0,0,0,1,0,0,0,3,Not interested,2,Core identity,Loss motivated (lose coins),Actively track,Joint with parents,1,0,0,0,0,1,0,0,0,205.0,24.0,0,0.4659,0.4616,0.4341,0.2203
GL2024069,25-34,Female,Tier-3,High school or below,Salaried-Private,15k-30k,1,0,0,0,1,1,0,0,0,Occasionally,Bus/Auto,1,Very comfortable,0,0,0,1,1,0,0,Not willing,1,0,0,1,0,0,0,0,50-99/mo,Above 6000,No premium,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,Yes-love it,2,Care but not central,Gain motivated (earn coins),Rarely check,Decide for household,1,0,0,0,1,0,0,0,1,8432.0,80.0,0,0.3619,0.1576,0.129,0.4203
GL2024070,18-24,Female,Metro,Undergraduate,Student,60k-1L,3,1,1,0,0,0,0,1,0,Never,Personal car/SUV,3,Somewhat comfortable,1,1,1,0,0,0,0,Willing if improves rewards,3,1,0,0,0,0,0,0,Free only,500-1500,Up to 20% more,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,Maybe depends,5,Core identity,Loss motivated (lose coins),Check occasionally,Someone else decides,1,0,0,1,0,0,0,0,0,1151.0,0.0,0,0.6239,0.3712,0.3883,0.4939
GL2024071,18-24,Female,Rural,Undergraduate,Student,15k-30k,3,0,1,0,1,1,0,0,0,Frequently,Personal car/SUV,2,Very comfortable,1,0,0,1,0,0,0,Not willing,2,1,0,0,1,1,0,0,Up to 49/mo,Under 500,Up to 10% more,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,2,Yes-love it,4,Aware not priority,Loss motivated (lose coins),Actively track,Joint with parents,0,0,1,0,0,0,0,0,0,252.0,23.0,0,0.464,0.2755,0.1544,0.4446
GL2024072,25-34,Female,Metro,Undergraduate,Self-employed,60k-1L,4,1,1,1,0,1,0,0,0,Occasionally,Two-wheeler,3,Very comfortable,1,0,1,0,0,1,0,Fully willing,3,0,1,1,0,0,0,1,Up to 49/mo,1500-3000,No premium,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,No-prefer solo,4,Care but not central,Both equal,Strategically maximise,Decide independently,0,0,0,0,0,1,0,1,0,2191.0,28.0,0,0.3427,0.4859,0.4758,0.3117
GL2024073,45-54,Female,Rural,High school or below,Homemaker,30k-60k,2,1,0,1,0,0,0,0,0,Rarely,Bus/Auto,2,Somewhat comfortable,1,1,1,0,1,0,0,Fully willing,1,0,0,0,0,0,0,0,200-399/mo,Zero,Up to 5% more,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,Maybe depends,2,Aware not priority,Loss motivated (lose coins),Actively track,Joint with spouse,0,1,0,1,0,0,0,0,0,0.0,286.0,0,0.167,0.2118,0.2744,0.2019
GL2024074,35-44,Male,Metro,High school or below,Student,1L-2L,1,0,0,0,0,0,0,1,0,Never,Metro/Train,2,Somewhat comfortable,1,1,0,0,1,0,0,Willing if anonymized,2,1,1,0,0,0,0,0,50-99/mo,Under 500,Up to 10% more,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Not interested,3,Care but not central,Neither,Check occasionally,Joint with spouse,0,1,0,0,0,0,0,1,1,272.0,73.0,0,0.4122,0.2172,0.3879,0.3148
GL2024075,55+,Female,Tier-2,Undergraduate,Salaried-Private,Below 15k,2,0,0,1,1,1,0,0,0,Frequently,Bus/Auto,2,Not comfortable,1,1,0,1,1,0,0,Fully willing,2,1,0,0,1,0,0,0,Free only,500-1500,Up to 5% more,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,No-prefer solo,2,Care but not central,Neither,Rarely check,Decide independently,0,0,0,1,0,1,0,0,0,1024.0,0.0,2,0.4259,0.2195,0.5866,0.1287
GL2024076,25-34,Male,Tier-3,Undergraduate,Self-employed,15k-30k,1,0,0,1,0,0,0,0,0,Always,Electric vehicle,2,Somewhat comfortable,0,1,0,0,1,0,0,Fully willing,2,0,1,0,1,0,0,0,Free only,500-1500,Up to 5% more,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,Maybe depends,2,Care but not central,Both equal,Check occasionally,Decide for household,1,0,0,0,1,0,0,0,0,749.0,0.0,0,0.3659,0.1555,0.2538,0.1881
GL2024077,18-24,Male,Tier-2,High school or below,Student,30k-60k,2,1,0,0,1,0,1,0,0,Frequently,Two-wheeler,2,Somewhat comfortable,1,0,1,0,1,0,0,Willing if anonymized,2,0,1,1,0,1,0,0,400+/mo,Under 500,Price irrelevant,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,Maybe depends,3,Care but not central,Both equal,Check occasionally,Decide independently,1,1,0,0,0,0,0,0,1,259.0,529.0,0,0.336,0.3614,0.3581,0.2693
GL2024078,55+,Female,Tier-3,High school or below,Salaried-Private,Below 15k,2,0,0,0,0,0,1,0,0,Never,Bus/Auto,2,Not comfortable,0,0,0,0,1,0,0,Willing if anonymized,1,1,0,1,0,0,0,1,Free only,500-1500,Up to 10% more,3,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,Maybe depends,1,Core identity,Loss motivated (lose coins),Rarely check,Decide for household,0,0,0,1,0,0,0,0,0,940.0,0.0,0,0.175,0.2324,0.1335,0.2269
GL2024079,45-54,Male,Tier-3,Postgraduate,Self-employed,Below 15k,2,0,0,1,0,0,1,0,0,Never,Two-wheeler,2,Not comfortable,1,0,0,0,0,0,0,Not willing,2,0,0,0,0,1,0,0,Up to 49/mo,3000-6000,No premium,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,Maybe depends,2,Core identity,Loss motivated (lose coins),Strategically maximise,Decide for household,0,0,0,1,0,0,0,0,0,4201.0,30.0,0,0.3392,0.1783,0.3299,0.2293
GL2024080,45-54,Male,Tier-3,Undergraduate,Salaried-Private,15k-30k,3,0,0,0,1,0,0,0,0,Occasionally,Personal car/SUV,2,Not comfortable,0,0,0,1,0,1,0,Not willing,1,1,0,0,0,0,1,0,400+/mo,500-1500,Up to 10% more,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,3,Maybe depends,1,Core identity,Loss motivated (lose coins),Actively track,Joint with spouse,0,0,0,1,1,0,0,0,0,1086.0,680.0,1,0.3449,0.2198,0.4089,0.1971
GL2024081,55+,Male,Rural,High school or below,Homemaker,15k-30k,1,0,0,0,0,0,0,0,1,Occasionally,Personal car/SUV,2,Somewhat comfortable,1,0,0,1,1,0,0,Willing if anonymized,2,0,0,0,0,0,0,0,Free only,500-1500,Up to 5% more,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Maybe depends,0,Core identity,Neither,Check occasionally,Decide for household,0,0,0,1,0,0,0,1,0,1089.0,0.0,0,0.0311,0.1301,0.3554,0.0
GL2024082,25-34,Female,Rural,High school or below,Salaried-Private,60k-1L,3,0,0,0,0,0,0,0,1,Occasionally,Work from home,3,Not comfortable,1,0,0,1,1,1,0,Willing if improves rewards,2,0,0,0,1,0,0,0,400+/mo,1500-3000,No premium,2,0,1,0,0,0,0,1,0,1,1,0,0,0,1,3,Maybe depends,4,Care but not central,Neither,Actively track,Joint with parents,0,0,1,0,0,0,1,0,1,2055.0,500.0,0,0.3204,0.3628,0.4223,0.3009
GL2024083,25-34,Male,Rural,Undergraduate,Self-employed,Below 15k,2,1,0,0,1,0,0,0,0,Occasionally,Metro/Train,2,Very comfortable,1,0,1,0,1,0,0,Willing if improves rewards,1,0,0,0,1,0,0,0,50-99/mo,3000-6000,Up to 20% more,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,Maybe depends,2,Care but not central,Neither,Rarely check,Decide for household,0,1,0,0,0,0,1,0,1,4692.0,98.0,0,0.3478,0.2919,0.1298,0.0
GL2024084,25-34,Male,Tier-3,Undergraduate,Self-employed,1L-2L,3,0,0,0,1,0,0,0,0,Rarely,Bus/Auto,2,Not comfortable,1,0,1,0,1,0,0,Not willing,2,1,0,0,0,0,0,1,Free only,1500-3000,Up to 10% more,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,Maybe depends,4,Not relevant,Gain motivated (earn coins),Check occasionally,Joint with parents,0,1,0,0,0,0,0,1,0,2151.0,0.0,0,0.354,0.2733,0.5295,0.1205
GL2024085,25-34,Female,Tier-2,Undergraduate,Student,Below 15k,1,1,0,0,0,1,1,1,0,Never,Bus/Auto,1,Not comfortable,1,0,0,0,0,1,0,Willing if improves rewards,3,0,1,1,0,1,0,0,Free only,3000-6000,Up to 5% more,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Not interested,3,Care but not central,Gain motivated (earn coins),Check occasionally,Joint with spouse,1,0,0,0,0,0,1,0,0,5175.0,0.0,2,0.4156,0.208,0.2541,0.4185
GL2024086,18-24,Male,Tier-3,Undergraduate,Student,15k-30k,2,1,0,1,1,1,0,0,0,Rarely,Metro/Train,3,Very comfortable,0,0,0,0,1,1,0,Not willing,3,0,1,0,0,0,0,0,200-399/mo,1500-3000,Up to 20% more,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,Maybe depends,1,Aware not priority,Loss motivated (lose coins),Check occasionally,Decide for household,0,1,0,0,0,0,0,0,0,2256.0,256.0,0,0.4989,0.3909,0.0855,0.1568
GL2024087,18-24,Female,Rural,High school or below,Student,15k-30k,2,0,0,1,0,0,0,0,0,Never,Personal car/SUV,1,Not comfortable,1,0,1,0,1,0,0,Willing if anonymized,2,1,0,0,0,1,0,0,Up to 49/mo,Under 500,Up to 10% more,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,Maybe depends,3,Core identity,Both equal,Strategically maximise,Decide independently,0,0,0,0,0,0,0,0,0,213.0,25.0,0,0.3169,0.185,0.137,0.306
GL2024088,25-34,Female,Tier-2,Undergraduate,Salaried-Govt,Below 15k,3,0,0,1,1,0,0,0,0,Always,Cycling/Walking,2,Somewhat comfortable,0,0,0,1,1,1,0,Willing if improves rewards,3,1,1,0,0,1,0,0,50-99/mo,Under 500,Up to 5% more,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,Maybe depends,4,Care but not central,Loss motivated (lose coins),Actively track,Decide independently,0,0,1,0,1,0,0,0,0,243.0,79.0,0,0.3386,0.3087,0.1608,0.4505
GL2024089,25-34,Male,Tier-3,Undergraduate,Student,Below 15k,2,0,0,1,0,1,0,0,0,Frequently,Two-wheeler,3,Somewhat comfortable,0,0,0,1,1,0,0,Willing if anonymized,1,1,1,1,0,0,0,0,Up to 49/mo,Zero,Price irrelevant,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3,Yes-love it,6,Core identity,Neither,Check occasionally,Joint with spouse,1,0,0,0,0,0,1,0,1,0.0,21.0,0,0.368,0.3164,0.1192,0.4117
GL2024090,45-54,Male,Metro,Postgraduate,Salaried-Private,1L-2L,2,0,1,0,1,0,0,0,0,Always,Metro/Train,2,Somewhat comfortable,0,1,0,1,0,0,0,Willing if improves rewards,2,0,1,0,0,0,0,1,Up to 49/mo,500-1500,Up to 5% more,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,Maybe depends,2,Not relevant,Both equal,Check occasionally,Joint with spouse,0,1,0,0,0,0,0,0,1,981.0,18.0,0,0.4075,0.2086,0.541,0.1117
GL2024091,18-24,Female,Metro,Postgraduate,Salaried-Govt,1L-2L,4,0,0,1,0,1,0,0,0,Frequently,Metro/Train,3,Very comfortable,0,0,1,0,0,1,0,Not willing,3,0,0,0,1,0,0,0,Up to 49/mo,500-1500,No premium,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2,Maybe depends,4,Core identity,Gain motivated (earn coins),Check occasionally,Joint with parents,0,0,0,0,0,0,0,0,1,957.0,30.0,0,0.5197,0.5525,0.4995,0.2978
GL2024092,25-34,Male,Rural,High school or below,Salaried-Private,Below 15k,3,0,0,0,0,0,0,0,1,Never,Bus/Auto,3,Somewhat comfortable,0,0,0,0,0,0,1,Willing if anonymized,3,1,1,0,0,0,0,0,50-99/mo,Under 500,No premium,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,Maybe depends,5,Core identity,Gain motivated (earn coins),Rarely check,Someone else decides,0,0,1,0,1,0,0,0,0,296.0,87.0,4,0.277,0.3598,0.0839,0.1895
GL2024093,18-24,Non-binary/Other,Metro,Postgraduate,Student,60k-1L,2,0,1,0,0,1,0,0,0,Rarely,Metro/Train,3,Somewhat comfortable,1,1,1,1,0,0,0,Willing if improves rewards,3,0,0,0,0,1,0,0,Free only,Under 500,Up to 10% more,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,Yes-love it,4,Care but not central,Gain motivated (earn coins),Check occasionally,Decide for household,0,0,0,0,1,0,0,1,0,255.0,0.0,0,0.5495,0.483,0.5354,0.1726
GL2024094,35-44,Male,Metro,Undergraduate,Business owner,1L-2L,3,0,0,0,0,1,0,1,0,Always,Metro/Train,2,Very comfortable,1,1,1,0,0,1,0,Fully willing,3,1,0,0,0,0,0,0,Up to 49/mo,Under 500,Up to 5% more,3,1,0,0,0,1,0,1,1,1,0,1,0,0,0,2,Yes-love it,4,Care but not central,Gain motivated (earn coins),Actively track,Decide for household,0,0,0,0,0,1,0,1,0,265.0,24.0,0,0.4994,0.3281,0.5013,0.216
GL2024095,55+,Female,Tier-2,Undergraduate,Business owner,60k-1L,3,1,0,0,1,0,0,1,0,Occasionally,Electric vehicle,3,Not comfortable,1,0,0,1,0,0,0,Willing if anonymized,2,0,0,1,0,0,0,0,Free only,500-1500,Up to 10% more,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,Yes-love it,5,Care but not central,Gain motivated (earn coins),Strategically maximise,Decide for household,0,0,0,0,0,0,0,0,1,1047.0,0.0,0,0.2007,0.4065,0.4775,0.3522
GL2024096,55+,Female,Rural,High school or below,Salaried-Govt,30k-60k,2,0,0,0,1,0,0,0,0,Never,Bus/Auto,2,Not comfortable,0,0,1,0,1,0,0,Willing if anonymized,1,1,0,1,0,1,0,0,100-199/mo,1500-3000,Price irrelevant,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3,No-prefer solo,2,Care but not central,Gain motivated (earn coins),Actively track,Decide independently,0,0,0,0,1,0,1,0,0,2644.0,139.0,0,0.0527,0.133,0.1769,0.278
GL2024097,25-34,Female,Tier-3,High school or below,Salaried-Private,60k-1L,2,1,0,0,0,0,0,0,0,Occasionally,Two-wheeler,2,Somewhat comfortable,0,0,1,0,1,1,0,Willing if improves rewards,3,0,1,0,1,1,0,0,Up to 49/mo,500-1500,No premium,3,1,0,1,0,0,0,1,1,0,0,1,0,0,0,2,Not interested,4,Care but not central,Gain motivated (earn coins),Strategically maximise,Joint with spouse,1,0,0,0,0,1,0,0,1,928.0,25.0,1,0.4529,0.1988,0.481,0.388
